retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,rank,candidate,candidate_description,similarity_score,vetoed_by,record_overruled_gate,review_flag,same_content_words
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",13,3004900049,"Gastro-intestinal agents, for human use, in dosage, nes",0.5870,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",14,3004900077,"Dermatological agents, for human use, in dosage",0.5647,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",15,3004900069,"Anti-infective agents, for human use, in dosage, nes",0.5618,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",16,3004900032,"Antidepressants & tranquilizers, for human use, in dosage",0.5591,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",17,3004900033,"Antihypertensive agents, for human use, in dosage",0.5517,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",18,3004900073,"Cough or cold preparations, for human use, in dosage",0.5333,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",19,3004900041,"Histamine H2 receptor antagonist, for human use, in dosage",0.5208,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",20,3004900011,"Mixtures of amino acids, nes, in dosage",0.5195,,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",21,3004900027,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",0.5042,continuity;use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",22,3004900061,"Anti-infective agents, cont sulfonamides, for human use, in dosage",0.4854,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",23,3004900012,"Dextrose (glucose) solutions, in dosage",0.4737,,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",24,3004900022,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",0.4615,continuity;use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",25,3004900076,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",0.4444,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",26,3004900025,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",0.4310,continuity;use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",27,3004900035,"Medicaments, for human use, acting on the nervous system, in dosage, nes",0.4259,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",28,3004900050,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",0.4107,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",29,3004900078,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",0.4000,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",30,3004900039,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",0.3966,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",31,3004900024,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",0.3898,continuity;use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",32,3004900019,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",0.3750,,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",33,3004900023,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",0.3729,continuity;use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",34,3004900021,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",0.3248,continuity,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",35,3004900020,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.2804,,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",36,3004900026,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",0.2667,continuity;use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",37,3004900074,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",0.2414,use,,,no
3004909991,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",38,3004900029,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",0.1833,continuity;use,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",1,3004900043,"Antacids, for human use, in dosage",0.5455,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",2,3004909923,"Antacids, for human use, in dosage",0.5455,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",3,3004909971,"Cough/cold preparations, for human use, in dosage",0.5429,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",4,3004900011,"Mixtures of amino acids, nes, in dosage",0.5333,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",5,3004901010,"Mixtures of amino acids, nes, in dosage",0.5333,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",6,3004901090,"Mx of amino acids & protein hydrolysates, etc, in dosage",0.5333,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",7,3004900073,"Cough or cold preparations, for human use, in dosage",0.5205,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",8,3004900012,"Dextrose (glucose) solutions, in dosage",0.5085,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",9,3004901020,"Dextrose (glucose) solutions, in dosage",0.5085,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",10,3004900019,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",0.5063,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",11,3004900034,"Antihistamines agents, for human use, in dosage",0.5000,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",12,3004900075,"Diuretics, for human use, in dosage",0.5000,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",13,3004909914,"Antihistamines agents, for human use, in dosage",0.5000,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",14,3004909981,"Diuretics, for human use, in dosage",0.5000,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",15,3004900036,"Local anaesthetics, for human use, in dosage",0.4923,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",16,3004909916,"Local anaesthetics, for human use, in dosage",0.4923,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",17,3004900079,"Medicaments nes, for human use, in dosage",0.4839,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",18,3004909989,"Medicaments nes, for human use, in dosage",0.4839,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",19,3004900072,"Antineoplastic agents, for human use, in dosage",0.4706,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",20,3004909960,"Antineoplastic agents, for human use, in dosage",0.4706,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",21,3004900042,"Laxatives, for human use, in dosage",0.4643,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",22,3004909922,"Laxatives, for human use, in dosage",0.4643,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",23,3004900031,"Analgesics, for human use, in dosage",0.4561,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",24,3004909911,"Analgesics, for human use, in dosage",0.4561,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",25,3004900089,"Medicaments nes, for veterinary use, in dosage",0.4478,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",26,3004909999,"Medicaments nes, for veterinary use, in dosage",0.4478,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",27,3004900081,"Anaesthetic, for veterinary use, in dosage",0.4444,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",28,3004909991,"Anaesthetic, for veterinary use, in dosage",0.4444,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",29,3004900090,"Other medicaments, for veterinary use, in dosage, nes",0.4384,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",30,3004900033,"Antihypertensive agents, for human use, in dosage",0.4286,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",31,3004909913,"Antihypertensive agents, for human use, in dosage",0.4286,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",32,3004900032,"Antidepressants & tranquilizers, for human use, in dosage",0.4211,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",33,3004909912,"Antidepressants & tranquilizers, for human use, in dosage",0.4211,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",34,3004900069,"Anti-infective agents, for human use, in dosage, nes",0.4167,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",35,3004909949,"Anti-infective agents, for human use, in dosage, nes",0.4167,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",36,3004900077,"Dermatological agents, for human use, in dosage",0.4118,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",37,3004909983,"Dermatological agents, for human use, in dosage",0.4118,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",38,3004900041,"Histamine H2 receptor antagonist, for human use, in dosage",0.4051,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",39,3004909921,"Histamine H2 receptor antagonist, for human use, in dosage",0.4051,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",40,3004900049,"Gastro-intestinal agents, for human use, in dosage, nes",0.4000,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",41,3004900050,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",0.4000,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",42,3004909929,"Gastro-intestinal agents, for human use, in dosage, nes",0.4000,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",43,3004909930,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",0.4000,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",44,3004900078,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",0.3878,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",45,3004909984,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",0.3878,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",46,3004900071,"Haematological agents, for human use, in dosage",0.3824,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",47,3004909950,"Haematological agents, for human use, in dosage",0.3824,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",48,3004900061,"Anti-infective agents, cont sulfonamides, for human use, in dosage",0.3721,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",49,3004909941,"Anti-infective agents, containing sulfonamides, for human use, in dosage",0.3478,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",50,3004900020,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.3333,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",51,3004909100,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.3333,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",52,3004900035,"Medicaments, for human use, acting on the nervous system, in dosage, nes",0.3297,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",53,3004909915,"Medicaments, for human use, acting on the nervous system, in dosage, nes",0.3297,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",54,3004900025,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",0.3232,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",55,3004900039,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",0.3030,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",56,3004900074,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",0.3030,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",57,3004909919,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",0.3030,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",58,3004909979,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",0.3030,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",59,3004900027,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",0.2941,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",60,3004900021,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",0.2800,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",61,3004900076,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",0.2800,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",62,3004909982,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",0.2800,,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",63,3004900023,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",0.2772,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",64,3004900024,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",0.2772,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",65,3004900022,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",0.2600,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",66,3004900029,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",0.2330,continuity,,,no
3004909992,1,imports,199106,69111.00,"Coccidiostats, in dosage",67,3004900026,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",0.2136,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",1,3004900081,"Anaesthetic, for veterinary use, in dosage",0.7805,continuity,,swapped term,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",2,3004909991,"Anaesthetic, for veterinary use, in dosage",0.7805,,,swapped term,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",3,3004900089,"Medicaments nes, for veterinary use, in dosage",0.7674,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",4,3004909999,"Medicaments nes, for veterinary use, in dosage",0.7674,,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",5,3004900090,"Other medicaments, for veterinary use, in dosage, nes",0.7174,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",6,3004900032,"Antidepressants & tranquilizers, for human use, in dosage",0.6947,continuity;use,,swapped term,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",7,3004909912,"Antidepressants & tranquilizers, for human use, in dosage",0.6947,use,,swapped term,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",8,3004900043,"Antacids, for human use, in dosage",0.6486,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",9,3004909923,"Antacids, for human use, in dosage",0.6486,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",10,3004900042,"Laxatives, for human use, in dosage",0.6400,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",11,3004909922,"Laxatives, for human use, in dosage",0.6400,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",12,3004900031,"Analgesics, for human use, in dosage",0.6316,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",13,3004909911,"Analgesics, for human use, in dosage",0.6316,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",14,3004900072,"Antineoplastic agents, for human use, in dosage",0.6207,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",15,3004909960,"Antineoplastic agents, for human use, in dosage",0.6207,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",16,3004900075,"Diuretics, for human use, in dosage",0.6133,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",17,3004909981,"Diuretics, for human use, in dosage",0.6133,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",18,3004900034,"Antihistamines agents, for human use, in dosage",0.5977,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",19,3004909914,"Antihistamines agents, for human use, in dosage",0.5977,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",20,3004900079,"Medicaments nes, for human use, in dosage",0.5926,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",21,3004909989,"Medicaments nes, for human use, in dosage",0.5926,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",22,3004900033,"Antihypertensive agents, for human use, in dosage",0.5843,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",23,3004909913,"Antihypertensive agents, for human use, in dosage",0.5843,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",24,3004900036,"Local anaesthetics, for human use, in dosage",0.5714,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",25,3004900069,"Anti-infective agents, for human use, in dosage, nes",0.5714,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",26,3004909916,"Local anaesthetics, for human use, in dosage",0.5714,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",27,3004909949,"Anti-infective agents, for human use, in dosage, nes",0.5714,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",28,3004900011,"Mixtures of amino acids, nes, in dosage",0.5570,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",29,3004901010,"Mixtures of amino acids, nes, in dosage",0.5570,,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",30,3004900071,"Haematological agents, for human use, in dosage",0.5517,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",31,3004909950,"Haematological agents, for human use, in dosage",0.5517,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",32,3004909971,"Cough/cold preparations, for human use, in dosage",0.5393,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",33,3004900049,"Gastro-intestinal agents, for human use, in dosage, nes",0.5319,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",34,3004909929,"Gastro-intestinal agents, for human use, in dosage, nes",0.5319,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",35,3004900041,"Histamine H2 receptor antagonist, for human use, in dosage",0.5306,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",36,3004909921,"Histamine H2 receptor antagonist, for human use, in dosage",0.5306,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",37,3004900077,"Dermatological agents, for human use, in dosage",0.5287,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",38,3004909983,"Dermatological agents, for human use, in dosage",0.5287,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",39,3004900073,"Cough or cold preparations, for human use, in dosage",0.5217,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",40,3004900061,"Anti-infective agents, cont sulfonamides, for human use, in dosage",0.4952,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",41,3004900023,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",0.4833,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",42,3004909941,"Anti-infective agents, containing sulfonamides, for human use, in dosage",0.4685,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",43,3004900074,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",0.4407,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",44,3004909979,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",0.4407,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",45,3004900078,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",0.4274,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",46,3004909984,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",0.4274,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",47,3004901090,"Mx of amino acids & protein hydrolysates, etc, in dosage",0.4255,,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",48,3004900025,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",0.4237,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",49,3004900024,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",0.4167,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",50,3004900019,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",0.4082,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",51,3004900022,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",0.4034,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",52,3004900035,"Medicaments, for human use, acting on the nervous system, in dosage, nes",0.4000,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",53,3004909915,"Medicaments, for human use, acting on the nervous system, in dosage, nes",0.4000,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",54,3004900050,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",0.3860,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",55,3004909930,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",0.3860,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",56,3004900012,"Dextrose (glucose) solutions, in dosage",0.3846,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",57,3004901020,"Dextrose (glucose) solutions, in dosage",0.3846,,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",58,3004900027,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",0.3802,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",59,3004900039,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",0.3729,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",60,3004909919,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",0.3729,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",61,3004900076,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",0.3697,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",62,3004909982,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",0.3697,use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",63,3004900020,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.3670,continuity,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",64,3004909100,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.3670,,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",65,3004900029,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",0.3279,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",66,3004900026,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",0.3115,continuity;use,,,no
3004909993,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",67,3004900021,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",0.2521,continuity,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",1,3004900089,"Medicaments nes, for veterinary use, in dosage",1.0000,,,,yes
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",2,3004900090,"Other medicaments, for veterinary use, in dosage, nes",0.8511,continuity,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",3,3004900079,"Medicaments nes, for human use, in dosage",0.8434,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",4,3004900081,"Anaesthetic, for veterinary use, in dosage",0.7619,,,swapped term,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",5,3004900043,"Antacids, for human use, in dosage",0.6316,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",6,3004900071,"Haematological agents, for human use, in dosage",0.6292,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",7,3004900072,"Antineoplastic agents, for human use, in dosage",0.6292,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",8,3004900077,"Dermatological agents, for human use, in dosage",0.6292,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",9,3004900075,"Diuretics, for human use, in dosage",0.6234,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",10,3004900031,"Analgesics, for human use, in dosage",0.6154,use,,,no
3004909999,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",11,3004900034,"Antihistamines agents, for human use, in dosage",0.6067,use,,,no
