uid,orig_commodity,family_id,step_number,hs_code,description,orig_first_period,orig_last_period,step_status,next_hs_code,step_first_period,step_last_period
IMR-3004909950-198801,"3004.90.99.50 - Haematological agents, for human use, in dosage (Terminated 1997-12)",IM-3004909950-198801,1,3004.90.99.50,"Haematological agents, for human use, in dosage",1988-01,1997-12,succeeded,3004.90.00.71,1988-01,1997-12
IMR-3004909950-198801,"3004.90.99.50 - Haematological agents, for human use, in dosage (Terminated 1997-12)",IM-3004909950-198801,2,3004.90.00.71,"Haematological agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,1998-01,2026-06
IMR-3004909960-198801,"3004.90.99.60 - Antineoplastic agents, for human use, in dosage (Terminated 1997-12)",IM-3004909960-198801,1,3004.90.99.60,"Antineoplastic agents, for human use, in dosage",1988-01,1997-12,succeeded,3004.90.00.72,1988-01,1997-12
IMR-3004909960-198801,"3004.90.99.60 - Antineoplastic agents, for human use, in dosage (Terminated 1997-12)",IM-3004909960-198801,2,3004.90.00.72,"Antineoplastic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,1998-01,2026-06
IMR-3004909971-199001,"3004.90.99.71 - Cough/cold preparations, for human use, in dosage (Terminated 1997-12)",IM-3004909971-199001,1,3004.90.99.71,"Cough/cold preparations, for human use, in dosage",1990-01,1997-12,succeeded,3004.90.00.73,1990-01,1997-12
IMR-3004909971-199001,"3004.90.99.71 - Cough/cold preparations, for human use, in dosage (Terminated 1997-12)",IM-3004909971-199001,2,3004.90.00.73,"Cough/cold preparations, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",1990-01,1997-12,active,,1998-01,2026-06
IMR-3004909979-199001,"3004.90.99.79 - Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes (Terminated 1997-12)",IM-3004909979-199001,1,3004.90.99.79,"Medicaments, primarily affecting eyes,ears & respiratory system,human use, in dosage,not elsewhere specified",1990-01,1997-12,succeeded,3004.90.00.74,1990-01,1997-12
IMR-3004909979-199001,"3004.90.99.79 - Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes (Terminated 1997-12)",IM-3004909979-199001,2,3004.90.00.74,"Medicaments,primarily for eyes/ears/respiratory system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1990-01,1997-12,active,,1998-01,2026-06
IMR-3004909981-198801,"3004.90.99.81 - Diuretics, for human use, in dosage (Terminated 1997-12)",IM-3004909981-198801,1,3004.90.99.81,"Diuretics, for human use, in dosage",1988-01,1997-12,succeeded,3004.90.00.75,1988-01,1997-12
IMR-3004909981-198801,"3004.90.99.81 - Diuretics, for human use, in dosage (Terminated 1997-12)",IM-3004909981-198801,2,3004.90.00.75,"Diuretics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,1998-01,2026-06
IMR-3004909982-198801,"3004.90.99.82 - Medicaments affecting electrolytic, caloric/water balance, for human use, in dos (Terminated 1997-12)",IM-3004909982-198801,1,3004.90.99.82,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dosage",1988-01,1997-12,succeeded,3004.90.00.76,1988-01,1997-12
IMR-3004909982-198801,"3004.90.99.82 - Medicaments affecting electrolytic, caloric/water balance, for human use, in dos (Terminated 1997-12)",IM-3004909982-198801,2,3004.90.00.76,"Medicaments,for electrolytic/caloric/water balance,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,1998-01,2026-06
IMR-3004909983-199001,"3004.90.99.83 - Dermatological agents, for human use, in dosage (Terminated 1997-12)",IM-3004909983-199001,1,3004.90.99.83,"Dermatological agents, for human use, in dosage",1990-01,1997-12,succeeded,3004.90.00.77,1990-01,1997-12
IMR-3004909983-199001,"3004.90.99.83 - Dermatological agents, for human use, in dosage (Terminated 1997-12)",IM-3004909983-199001,2,3004.90.00.77,"Dermatological agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",1990-01,1997-12,active,,1998-01,2026-06
IMR-3004909984-199001,"3004.90.99.84 - Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage (Terminated 1997-12)",IM-3004909984-199001,1,3004.90.99.84,"Medicaments containing hyaluronic acid or its sodium salt, for human use, in dosage",1990-01,1997-12,succeeded,3004.90.00.78,1990-01,1997-12
IMR-3004909984-199001,"3004.90.99.84 - Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage (Terminated 1997-12)",IM-3004909984-199001,2,3004.90.00.78,"Medicaments,containing hyaluronic acid/its sodium salt,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1990-01,1997-12,active,,1998-01,2026-06
IMR-3004909989-198801,"3004.90.99.89 - Medicaments nes, for human use, in dosage (Terminated 1997-12)",IM-3004909100-198801,1,3004.90.99.89,"Medicaments not elsewhere specified, for human use, in dosage",1988-01,1997-12,succeeded,3004.90.00.79,1988-01,1997-12
IMR-3004909989-198801,"3004.90.99.89 - Medicaments nes, for human use, in dosage (Terminated 1997-12)",IM-3004909100-198801,2,3004.90.00.79,"Medicaments,for human use,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,1998-01,2026-06
IMR-3004909991-198801,"3004.90.99.91 - Anaesthetic, for veterinary use, in dosage (Terminated 1997-12)",IM-3004909991-198801,1,3004.90.99.91,"Anaesthetic, for veterinary use, in dosage",1988-01,1997-12,succeeded,3004.90.00.81,1988-01,1997-12
IMR-3004909991-198801,"3004.90.99.91 - Anaesthetic, for veterinary use, in dosage (Terminated 1997-12)",IM-3004909991-198801,2,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",1988-01,1997-12,succeeded,3004.90.00.90,1998-01,2011-12
IMR-3004909991-198801,"3004.90.99.91 - Anaesthetic, for veterinary use, in dosage (Terminated 1997-12)",IM-3004909991-198801,3,3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004909992-198801,"3004.90.99.92 - Coccidiostats, in dosage (Terminated 1991-06)",IM-3004909991-198801,1,3004.90.99.92,"Coccidiostats, in dosage",1988-01,1991-06,succeeded,3004.90.99.99,1988-01,1991-06
IMR-3004909992-198801,"3004.90.99.92 - Coccidiostats, in dosage (Terminated 1991-06)",IM-3004909991-198801,2,3004.90.99.99,"Medicaments not elsewhere specified, for veterinary use, in dosage",1988-01,1991-06,succeeded,3004.90.00.89,1988-01,1997-12
IMR-3004909992-198801,"3004.90.99.92 - Coccidiostats, in dosage (Terminated 1991-06)",IM-3004909991-198801,3,3004.90.00.89,"Medicaments, not elsewhere specified, for veterinary use, in dosage",1988-01,1991-06,succeeded,3004.90.00.90,1998-01,2011-12
IMR-3004909992-198801,"3004.90.99.92 - Coccidiostats, in dosage (Terminated 1991-06)",IM-3004909991-198801,4,3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1991-06,active,,2012-01,2026-06
IMR-3004909993-198803,"3004.90.99.93 - Tranquilizers, for veterinary use, in dosage (Terminated 1991-06)",IM-3004909991-198801,1,3004.90.99.93,"Tranquilizers, for veterinary use, in dosage",1988-03,1991-06,succeeded,3004.90.99.99,1988-03,1991-06
IMR-3004909993-198803,"3004.90.99.93 - Tranquilizers, for veterinary use, in dosage (Terminated 1991-06)",IM-3004909991-198801,2,3004.90.99.99,"Medicaments not elsewhere specified, for veterinary use, in dosage",1988-03,1991-06,succeeded,3004.90.00.89,1988-01,1997-12
IMR-3004909993-198803,"3004.90.99.93 - Tranquilizers, for veterinary use, in dosage (Terminated 1991-06)",IM-3004909991-198801,3,3004.90.00.89,"Medicaments, not elsewhere specified, for veterinary use, in dosage",1988-03,1991-06,succeeded,3004.90.00.90,1998-01,2011-12
IMR-3004909993-198803,"3004.90.99.93 - Tranquilizers, for veterinary use, in dosage (Terminated 1991-06)",IM-3004909991-198801,4,3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-03,1991-06,active,,2012-01,2026-06
IMR-3004909999-198801,"3004.90.99.99 - Medicaments nes, for veterinary use, in dosage (Terminated 1997-12)",IM-3004909991-198801,1,3004.90.99.99,"Medicaments not elsewhere specified, for veterinary use, in dosage",1988-01,1997-12,succeeded,3004.90.00.89,1988-01,1997-12
IMR-3004909999-198801,"3004.90.99.99 - Medicaments nes, for veterinary use, in dosage (Terminated 1997-12)",IM-3004909991-198801,2,3004.90.00.89,"Medicaments, not elsewhere specified, for veterinary use, in dosage",1988-01,1997-12,succeeded,3004.90.00.90,1998-01,2011-12
IMR-3004909999-198801,"3004.90.99.99 - Medicaments nes, for veterinary use, in dosage (Terminated 1997-12)",IM-3004909991-198801,3,3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3005100010-199801,"3005.10.00.10 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",IM-3005101000-198801,1,3005.10.00.10,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",1998-01,2026-06,active,,1998-01,2026-06
IMR-3005100091-199801,"3005.10.00.91 - Adhesive dressings, nes, packaged for retail sale",IM-3005109100-198801,1,3005.10.00.91,"Adhesive dressings, not elsewhere specified, packaged for retail sale",1998-01,2026-06,active,,1998-01,2026-06
IMR-3005100099-199801,"3005.10.00.99 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",IM-3005109900-198801,1,3005.10.00.99,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",1998-01,2026-06,active,,1998-01,2026-06
IMR-3005101000-198801,"3005.10.10.00 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs (Terminated 1997-12)",IM-3005101000-198801,1,3005.10.10.00,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",1988-01,1997-12,succeeded,3005.10.00.10,1988-01,1997-12
IMR-3005101000-198801,"3005.10.10.00 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs (Terminated 1997-12)",IM-3005101000-198801,2,3005.10.00.10,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",1988-01,1997-12,active,,1998-01,2026-06
IMR-3005109100-198801,"3005.10.91.00 - Adhesive dressings, nes, packaged for retail sale (Terminated 1997-12)",IM-3005109100-198801,1,3005.10.91.00,"Adhesive dressings, not elsewhere specified, packaged for retail sale",1988-01,1997-12,succeeded,3005.10.00.91,1988-01,1997-12
IMR-3005109100-198801,"3005.10.91.00 - Adhesive dressings, nes, packaged for retail sale (Terminated 1997-12)",IM-3005109100-198801,2,3005.10.00.91,"Adhesive dressings, not elsewhere specified, packaged for retail sale",1988-01,1997-12,active,,1998-01,2026-06
IMR-3005109900-198801,"3005.10.99.00 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale (Terminated 1997-12)",IM-3005109900-198801,1,3005.10.99.00,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",1988-01,1997-12,succeeded,3005.10.00.99,1988-01,1997-12
IMR-3005109900-198801,"3005.10.99.00 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale (Terminated 1997-12)",IM-3005109900-198801,2,3005.10.00.99,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",1988-01,1997-12,active,,1998-01,2026-06
IMR-3005900010-199801,3005.90.00.10 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 2011-12),IM-3005901000-198801,1,3005.90.00.10,"Bandages & slabs of tex fabric, coated with plaster;other article used for orthopaedic casts",1998-01,2001-12,succeeded,3005.90.00.90,1998-01,2011-12
IMR-3005900010-199801,3005.90.00.10 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 2011-12),IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1998-01,2001-12,active,,2012-01,2026-06
IMR-3005900010-200201,"3005.90.00.10 - Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts (Terminated 2011-12)",IM-3005901000-198801,1,3005.90.00.10,"Bandages & slabs of tex fabric, coated with plaster;other article used for orthopaedic casts",2002-01,2011-12,succeeded,3005.90.00.90,2002-01,2011-12
IMR-3005900010-200201,"3005.90.00.10 - Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts (Terminated 2011-12)",IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3005900020-199801,"3005.90.00.20 - Dressings & sim articles coated or impreg w pharm substances, nes",IM-3005902000-198801,1,3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",1998-01,2001-12,active,,1998-01,2026-06
IMR-3005900020-200201,"3005.90.00.20 - Dressings & sim articles, coated or impreg w pharm substances, nes",IM-3005902000-198801,1,3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",2002-01,2026-06,active,,2002-01,2026-06
IMR-3005900030-199801,"3005.90.00.30 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",IM-3005903000-198801,1,3005.90.00.30,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",1998-01,2026-06,active,,1998-01,2026-06
IMR-3005900040-199801,"3005.90.00.40 - Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",IM-3005909100-198801,1,3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",1998-01,2001-12,active,,1998-01,2026-06
IMR-3005900040-200201,"3005.90.00.40 - Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",IM-3005909100-198801,1,3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",2002-01,2026-06,active,,2002-01,2026-06
IMR-3005900050-199801,"3005.90.00.50 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 2011-12)",IM-3005901000-198801,1,3005.90.00.50,"Dressings and similar articles, of woven fabric solely of cotton, not elsewhere specified",1998-01,2001-12,succeeded,3005.90.00.90,1998-01,2011-12
IMR-3005900050-199801,"3005.90.00.50 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 2011-12)",IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1998-01,2001-12,active,,2012-01,2026-06
IMR-3005900050-200201,"3005.90.00.50 - Dressings and sim articles, of woven fabric solely of cotton, nes (Terminated 2011-12)",IM-3005901000-198801,1,3005.90.00.50,"Dressings and similar articles, of woven fabric solely of cotton, not elsewhere specified",2002-01,2011-12,succeeded,3005.90.00.90,2002-01,2011-12
IMR-3005900050-200201,"3005.90.00.50 - Dressings and sim articles, of woven fabric solely of cotton, nes (Terminated 2011-12)",IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3005900060-199801,"3005.90.00.60 - Dressings and similar articles of paper, nes (Terminated 2011-12)",IM-3005901000-198801,1,3005.90.00.60,"Dressings and similar articles, of paper, not elsewhere specified",1998-01,2001-12,succeeded,3005.90.00.90,1998-01,2011-12
IMR-3005900060-199801,"3005.90.00.60 - Dressings and similar articles of paper, nes (Terminated 2011-12)",IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1998-01,2001-12,active,,2012-01,2026-06
IMR-3005900060-200201,"3005.90.00.60 - Dressings and similar articles, of paper, nes (Terminated 2011-12)",IM-3005901000-198801,1,3005.90.00.60,"Dressings and similar articles, of paper, not elsewhere specified",2002-01,2011-12,succeeded,3005.90.00.90,2002-01,2011-12
IMR-3005900060-200201,"3005.90.00.60 - Dressings and similar articles, of paper, nes (Terminated 2011-12)",IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3005900090-199801,"3005.90.00.90 - Dressings and similar articles packaged for medical use, nes",IM-3005901000-198801,1,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1998-01,2001-12,active,,1998-01,2026-06
IMR-3005900090-200201,"3005.90.00.90 - Dressings and similar articles, packaged for medical use, nes",IM-3005901000-198801,1,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",2002-01,2011-12,active,,2002-01,2026-06
IMR-3005900090-201201,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",IM-3005901000-198801,1,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3005901000-198801,3005.90.10.00 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 1997-12),IM-3005901000-198801,1,3005.90.10.00,Bandages & slabs of tex fabric coated with plaster;other article used for orthopaedic casts,1988-01,1997-12,succeeded,3005.90.00.10,1988-01,1997-12
IMR-3005901000-198801,3005.90.10.00 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 1997-12),IM-3005901000-198801,2,3005.90.00.10,"Bandages & slabs of tex fabric, coated with plaster;other article used for orthopaedic casts",1988-01,1997-12,succeeded,3005.90.00.90,1998-01,2011-12
IMR-3005901000-198801,3005.90.10.00 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 1997-12),IM-3005901000-198801,3,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3005902000-198801,"3005.90.20.00 - Dressings & sim articles coated or impreg w pharm substances, nes (Terminated 1997-12)",IM-3005902000-198801,1,3005.90.20.00,"Dressings & similar articles coated or impregnated with pharm substances, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.20,1988-01,1997-12
IMR-3005902000-198801,"3005.90.20.00 - Dressings & sim articles coated or impreg w pharm substances, nes (Terminated 1997-12)",IM-3005902000-198801,2,3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",1988-01,1997-12,active,,1998-01,2026-06
IMR-3005903000-198801,"3005.90.30.00 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes (Terminated 1997-12)",IM-3005903000-198801,1,3005.90.30.00,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.30,1988-01,1997-12
IMR-3005903000-198801,"3005.90.30.00 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes (Terminated 1997-12)",IM-3005903000-198801,2,3005.90.00.30,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",1988-01,1997-12,active,,1998-01,2026-06
IMR-3005909100-198801,"3005.90.91.00 - Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes (Terminated 1997-12)",IM-3005909100-198801,1,3005.90.91.00,"Dressings/similar article of woven fabric other than of cotton; of knit fabric, non-woven or felts, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.40,1988-01,1997-12
IMR-3005909100-198801,"3005.90.91.00 - Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes (Terminated 1997-12)",IM-3005909100-198801,2,3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",1988-01,1997-12,active,,1998-01,2026-06
IMR-3005909200-198801,"3005.90.92.00 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 1997-12)",IM-3005901000-198801,1,3005.90.92.00,"Dressings and similar articles of woven fabric solely of cotton, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.50,1988-01,1997-12
IMR-3005909200-198801,"3005.90.92.00 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 1997-12)",IM-3005901000-198801,2,3005.90.00.50,"Dressings and similar articles, of woven fabric solely of cotton, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.90,1998-01,2011-12
IMR-3005909200-198801,"3005.90.92.00 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 1997-12)",IM-3005901000-198801,3,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3005909300-198801,"3005.90.93.00 - Dressings and similar articles of paper, nes (Terminated 1997-12)",IM-3005901000-198801,1,3005.90.93.00,"Dressings and similar articles of paper, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.60,1988-01,1997-12
IMR-3005909300-198801,"3005.90.93.00 - Dressings and similar articles of paper, nes (Terminated 1997-12)",IM-3005901000-198801,2,3005.90.00.60,"Dressings and similar articles, of paper, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.90,1998-01,2011-12
IMR-3005909300-198801,"3005.90.93.00 - Dressings and similar articles of paper, nes (Terminated 1997-12)",IM-3005901000-198801,3,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3005909900-198801,"3005.90.99.00 - Dressings and similar articles packaged for medical use, nes (Terminated 1997-12)",IM-3005901000-198801,1,3005.90.99.00,"Dressings and similar articles packaged for medical use, not elsewhere specified",1988-01,1997-12,succeeded,3005.90.00.90,1988-01,1997-12
IMR-3005909900-198801,"3005.90.99.00 - Dressings and similar articles packaged for medical use, nes (Terminated 1997-12)",IM-3005901000-198801,2,3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",1988-01,1997-12,active,,1998-01,2026-06
IMR-3006100010-198801,3006.10.00.10 - Sterile surgical catgut & similar sterile suture mat for surgical wound closure,IM-3006100010-198801,1,3006.10.00.10,"Sterile surgical catgut & similar sterile suture material, for surgical wound closure",1988-01,2001-12,active,,1988-01,2026-06
IMR-3006100010-200201,"3006.10.00.10 - Sterile surgical catgut & similar sterile suture mat, for surgical wound closure",IM-3006100010-198801,1,3006.10.00.10,"Sterile surgical catgut & similar sterile suture material, for surgical wound closure",2002-01,2026-06,active,,2002-01,2026-06
IMR-3006100090-198801,"3006.10.00.90 - Laminaria & laminaria tents, sterile; sterile absorbable surg/dental haemostatic",IM-3006100090-198801,1,3006.10.00.90,"Laminaria & laminaria tents, sterile; sterile absorbable surgical/dental haemostatic",1988-01,2026-06,active,,1988-01,2026-06
IMR-3006200010-199801,"3006.20.00.10 - Blood-grouping reagents, of human origin (Terminated 2011-12)",IM-3006201000-198801,1,3006.20.00.10,"Blood-grouping reagents, of human origin",1998-01,2011-12,succeeded,3006.20.00.90,1998-01,2011-12
IMR-3006200010-199801,"3006.20.00.10 - Blood-grouping reagents, of human origin (Terminated 2011-12)",IM-3006201000-198801,2,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",1998-01,2011-12,left_chapter,,2012-01,2021-12
IMR-3006200020-199801,"3006.20.00.20 - Blood-grouping reagents, of animal origin (Terminated 2021-12)",IM-3006202000-198801,1,3006.20.00.20,"Blood-grouping reagents, of animal origin",1998-01,2021-12,left_chapter,,1998-01,2021-12
IMR-3006200090-199801,"3006.20.00.90 - Blood-grouping reagents, except of human or animal origin (Terminated 2021-12)",IM-3006201000-198801,1,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",1998-01,2011-12,left_chapter,,1998-01,2021-12
IMR-3006200090-201201,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",IM-3006201000-198801,1,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",2012-01,2021-12,left_chapter,,2012-01,2021-12
IMR-3006201000-198801,"3006.20.10.00 - Blood-grouping reagents, of human origin (Terminated 1997-12)",IM-3006201000-198801,1,3006.20.10.00,"Blood-grouping reagents, of human origin",1988-01,1997-12,succeeded,3006.20.00.10,1988-01,1997-12
IMR-3006201000-198801,"3006.20.10.00 - Blood-grouping reagents, of human origin (Terminated 1997-12)",IM-3006201000-198801,2,3006.20.00.10,"Blood-grouping reagents, of human origin",1988-01,1997-12,succeeded,3006.20.00.90,1998-01,2011-12
IMR-3006201000-198801,"3006.20.10.00 - Blood-grouping reagents, of human origin (Terminated 1997-12)",IM-3006201000-198801,3,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",1988-01,1997-12,left_chapter,,2012-01,2021-12
IMR-3006202000-198801,"3006.20.20.00 - Blood-grouping reagents, of animal origin (Terminated 1997-12)",IM-3006202000-198801,1,3006.20.20.00,"Blood-grouping reagents, of animal origin",1988-01,1997-12,succeeded,3006.20.00.20,1988-01,1997-12
IMR-3006202000-198801,"3006.20.20.00 - Blood-grouping reagents, of animal origin (Terminated 1997-12)",IM-3006202000-198801,2,3006.20.00.20,"Blood-grouping reagents, of animal origin",1988-01,1997-12,left_chapter,,1998-01,2021-12
IMR-3006209000-198801,"3006.20.90.00 - Blood-grouping reagents, except of human or animal origin (Terminated 1997-12)",IM-3006201000-198801,1,3006.20.90.00,"Blood-grouping reagents, except of human or animal origin",1988-01,1997-12,succeeded,3006.20.00.90,1988-01,1997-12
IMR-3006209000-198801,"3006.20.90.00 - Blood-grouping reagents, except of human or animal origin (Terminated 1997-12)",IM-3006201000-198801,2,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",1988-01,1997-12,left_chapter,,1998-01,2021-12
IMR-3006300010-199801,3006.30.00.10 - Opacifying preparations for X-ray examinations,IM-3006301000-198801,1,3006.30.00.10,"Opacifying, preparations for X-ray examinations",1998-01,2001-12,active,,1998-01,2026-06
IMR-3006300010-200201,"3006.30.00.10 - Opacifying, preparations for X-ray examinations",IM-3006301000-198801,1,3006.30.00.10,"Opacifying, preparations for X-ray examinations",2002-01,2026-06,active,,2002-01,2026-06
IMR-3006300020-199801,3006.30.00.20 - Allergenics prepared for parenteral administration (Terminated 2011-12),IM-3006309100-198801,1,3006.30.00.20,"Allergenics, prepared for parenteral administration",1998-01,2001-12,succeeded,3006.30.00.90,1998-01,2011-12
IMR-3006300020-199801,3006.30.00.20 - Allergenics prepared for parenteral administration (Terminated 2011-12),IM-3006309100-198801,2,3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",1998-01,2001-12,active,,2002-01,2026-06
IMR-3006300020-200201,"3006.30.00.20 - Allergenics, prepared for parenteral administration (Terminated 2011-12)",IM-3006309100-198801,1,3006.30.00.20,"Allergenics, prepared for parenteral administration",2002-01,2011-12,succeeded,3006.30.00.90,2002-01,2011-12
IMR-3006300020-200201,"3006.30.00.20 - Allergenics, prepared for parenteral administration (Terminated 2011-12)",IM-3006309100-198801,2,3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",2002-01,2011-12,active,,2002-01,2026-06
