uid,orig_hs_code,family_id,resolution_source,resolution_detail,official_adjudicated,official_agrees,boundary_crossed,confidence_tier,departure_from_official
IMR-3004909921-198801,3004.90.99.21,IM-3004909921-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004909922-199001,3004.90.99.22,IM-3004909922-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909923-199001,3004.90.99.23,IM-3004909923-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909929-198801,3004.90.99.29,IM-3004909921-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909930-198801,3004.90.99.30,IM-3004909930-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909940-198801,3004.90.99.40,IM-3004909940-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909941-199001,3004.90.99.41,IM-3004909941-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909949-199001,3004.90.99.49,IM-3004909940-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909950-198801,3004.90.99.50,IM-3004909950-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909960-198801,3004.90.99.60,IM-3004909960-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909971-199001,3004.90.99.71,IM-3004909971-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909979-199001,3004.90.99.79,IM-3004909979-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909981-198801,3004.90.99.81,IM-3004909981-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909982-198801,3004.90.99.82,IM-3004909982-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909983-199001,3004.90.99.83,IM-3004909983-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909984-199001,3004.90.99.84,IM-3004909984-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909989-198801,3004.90.99.89,IM-3004909100-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909991-198801,3004.90.99.91,IM-3004909991-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004909992-198801,3004.90.99.92,IM-3004909991-198801,analyst;official_record,"the analyst preferred the second alternative to the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided;second,
IMR-3004909993-198803,3004.90.99.93,IM-3004909991-198801,analyst;official_record,"the analyst preferred the second alternative to the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided;second,
IMR-3004909999-198801,3004.90.99.99,IM-3004909991-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3005100010-199801,3005.10.00.10,IM-3005101000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005100091-199801,3005.10.00.91,IM-3005109100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005100099-199801,3005.10.00.99,IM-3005109900-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005101000-198801,3005.10.10.00,IM-3005101000-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3005109100-198801,3005.10.91.00,IM-3005109100-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3005109900-198801,3005.10.99.00,IM-3005109900-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3005900010-199801,3005.90.00.10,IM-3005901000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3005900010-200201,3005.90.00.10,IM-3005901000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3005900020-199801,3005.90.00.20,IM-3005902000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900020-200201,3005.90.00.20,IM-3005902000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900030-199801,3005.90.00.30,IM-3005903000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900040-199801,3005.90.00.40,IM-3005909100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900040-200201,3005.90.00.40,IM-3005909100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900050-199801,3005.90.00.50,IM-3005901000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3005900050-200201,3005.90.00.50,IM-3005901000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3005900060-199801,3005.90.00.60,IM-3005901000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3005900060-200201,3005.90.00.60,IM-3005901000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3005900090-199801,3005.90.00.90,IM-3005901000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900090-200201,3005.90.00.90,IM-3005901000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005900090-201201,3005.90.00.90,IM-3005901000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3005901000-198801,3005.90.10.00,IM-3005901000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3005902000-198801,3005.90.20.00,IM-3005902000-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3005903000-198801,3005.90.30.00,IM-3005903000-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3005909100-198801,3005.90.91.00,IM-3005909100-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3005909200-198801,3005.90.92.00,IM-3005901000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3005909300-198801,3005.90.93.00,IM-3005901000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3005909900-198801,3005.90.99.00,IM-3005901000-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3006100010-198801,3006.10.00.10,IM-3006100010-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006100010-200201,3006.10.00.10,IM-3006100010-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006100090-198801,3006.10.00.90,IM-3006100090-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006200010-199801,3006.20.00.10,IM-3006201000-198801,analyst;official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst rejected the proposal and recorded no successor in this chapter",yes,yes,yes,decided;reject_none,
IMR-3006200020-199801,3006.20.00.20,IM-3006202000-198801,analyst,the analyst rejected the proposal and recorded no successor in this chapter,no,,yes,reject_none,
IMR-3006200090-199801,3006.20.00.90,IM-3006201000-198801,analyst,the analyst rejected the proposal and recorded no successor in this chapter,no,,yes,reject_none,
IMR-3006200090-201201,3006.20.00.90,IM-3006201000-198801,analyst,the analyst rejected the proposal and recorded no successor in this chapter,no,,yes,reject_none,
IMR-3006201000-198801,3006.20.10.00,IM-3006201000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst rejected the proposal and recorded no successor in this chapter",yes,yes,yes,approve;decided;reject_none,
IMR-3006202000-198801,3006.20.20.00,IM-3006202000-198801,analyst,the analyst accepted the proposal | the analyst rejected the proposal and recorded no successor in this chapter,no,,yes,approve;reject_none,
IMR-3006209000-198801,3006.20.90.00,IM-3006201000-198801,analyst,the analyst accepted the proposal | the analyst rejected the proposal and recorded no successor in this chapter,no,,yes,approve;reject_none,
IMR-3006300010-199801,3006.30.00.10,IM-3006301000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006300010-200201,3006.30.00.10,IM-3006301000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006300020-199801,3006.30.00.20,IM-3006309100-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3006300020-200201,3006.30.00.20,IM-3006309100-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3006300090-199801,3006.30.00.90,IM-3006309100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006300090-200201,3006.30.00.90,IM-3006309100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006301000-198801,3006.30.10.00,IM-3006301000-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3006309100-198801,3006.30.91.00,IM-3006309100-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3006309900-198801,3006.30.99.00,IM-3006309100-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3006400010-199801,3006.40.00.10,IM-3006401010-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006400020-199801,3006.40.00.20,IM-3006401020-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3006400020-200201,3006.40.00.20,IM-3006401020-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3006400030-199801,3006.40.00.30,IM-3006401020-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3006400090-199801,3006.40.00.90,IM-3006401020-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006400090-201201,3006.40.00.90,IM-3006401020-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006401010-198801,3006.40.10.10,IM-3006401010-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3006401020-198801,3006.40.10.20,IM-3006401020-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3006402000-198801,3006.40.20.00,IM-3006401020-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3006409000-198801,3006.40.90.00,IM-3006401020-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3006500000-198801,3006.50.00.00,IM-3006500000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006600000-201701,3006.60.00.00,IM-3006600011-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3006600010-201201,3006.60.00.10,IM-3006600011-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3006600011-198801,3006.60.00.11,IM-3006600011-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3006600019-198801,3006.60.00.19,IM-3006600011-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3006600019-200201,3006.60.00.19,IM-3006600011-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3006600090-198801,3006.60.00.90,IM-3006600011-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3006600090-200201,3006.60.00.90,IM-3006600011-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3006701000-200201,3006.70.10.00,IM-3006701000-200201,never_retired,,not_applicable,,not_applicable,,
IMR-3006709000-200201,3006.70.90.00,IM-3006709000-200201,never_retired,,not_applicable,,not_applicable,,
IMR-3006801100-200207,3006.80.11.00,IM-3006801900-200201,analyst,the analyst rejected the proposal and named 3006.92.00.00 instead,no,,yes,reject_named,
IMR-3006801900-200201,3006.80.19.00,IM-3006801900-200201,analyst,the analyst rejected the proposal and named 3006.92.00.00 instead,no,,yes,reject_named,
IMR-3006809010-200201,3006.80.90.10,IM-3006801900-200201,analyst,the analyst rejected the proposal and named 3006.92.00.00 instead,no,,yes,reject_named,
IMR-3006809020-200407,3006.80.90.20,IM-3006801900-200201,analyst,the analyst rejected the proposal and named 3006.92.00.00 instead,no,,yes,reject_named,
IMR-3006809030-200202,3006.80.90.30,IM-3006801900-200201,analyst,the analyst rejected the proposal and named 3006.92.00.00 instead,no,,yes,reject_named,
IMR-3006809041-200306,3006.80.90.41,IM-3006801900-200201,analyst,the analyst preferred the second alternative to the proposal,no,,yes,second,
IMR-3006809042-200312,3006.80.90.42,IM-3006801900-200201,analyst,the analyst preferred the second alternative to the proposal,no,,yes,second,
IMR-3006809043-200205,3006.80.90.43,IM-3006801900-200201,analyst,the analyst rejected the proposal and named 3006.92.00.00 instead,no,,yes,reject_named,
IMR-3006809050-200204,3006.80.90.50,IM-3006801900-200201,analyst,the analyst accepted the proposal,no,,yes,approve,
IMR-3006809060-200201,3006.80.90.60,IM-3006801900-200201,analyst,the analyst accepted the proposal,no,,yes,approve,
IMR-3006910000-200701,3006.91.00.00,IM-3006910000-200701,never_retired,,not_applicable,,not_applicable,,
IMR-3006920000-200701,3006.92.00.00,IM-3006801900-200201,never_retired,,not_applicable,,not_applicable,,
IMR-3006931000-202201,3006.93.10.00,IM-3006931000-202201,never_retired,,not_applicable,,not_applicable,,
IMR-3006932000-202201,3006.93.20.00,IM-3006932000-202201,never_retired,,not_applicable,,not_applicable,,
IMR-3006933000-202201,3006.93.30.00,IM-3006933000-202201,never_retired,,not_applicable,,not_applicable,,
IMR-3006934000-202201,3006.93.40.00,IM-3006934000-202201,never_retired,,not_applicable,,not_applicable,,
IMR-3006939000-202201,3006.93.90.00,IM-3006939000-202201,never_retired,,not_applicable,,not_applicable,,
