uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
IMR-3002900012-200003,3002.90.00.12 - Saxitoxin (Terminated 2016-12),3002.90.00.12,Saxitoxin,2000-03,2016-10,IM-3002901010-198801,3002.49.00.20 - Toxins and similar products,3002.49.00.20,Toxins and similar products,active,IMR_0071,IM_0043
IMR-3002900019-199801,"3002.90.00.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 2016-12)",3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, not elsewhere specified",1998-01,2016-12,IM-3002901010-198801,3002.49.00.20 - Toxins and similar products,3002.49.00.20,Toxins and similar products,active,IMR_0072,IM_0047
IMR-3002900020-199801,3002.90.00.20 - Butter-making ferment cultures,3002.90.00.20,Butter-making ferment cultures,1998-01,2016-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0073,IM_0050
IMR-3002900020-202201,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2022-01,2026-06,IM-3002900020-202201,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",active,IMR_0074,IM_0047
IMR-3002900030-199802,3002.90.00.30 - Dried blood of animal origin,3002.90.00.30,Dried blood of animal origin,1998-02,2026-06,IM-3002901040-198801,3002.90.00.30 - Dried blood of animal origin,3002.90.00.30,Dried blood of animal origin,active,IMR_0075,IM_0051
IMR-3002900040-201701,3002.90.00.40 - Whole human blood,3002.90.00.40,Whole human blood,2017-01,2026-06,IM-3002909020-199104,3002.90.00.40 - Whole human blood,3002.90.00.40,Whole human blood,active,IMR_0076,IM_0052
IMR-3002900050-201701,3002.90.00.50 - Micro-organisms cultures (Terminated 2021-12),3002.90.00.50,Micro-organisms cultures,2017-01,2021-12,IM-3002900050-201701,"3002.49.00.10 - Cultures, of micro-organisms (excluding yeasts) and similar products",3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",active,IMR_0077,IM_0042
IMR-3002900090-201701,"3002.90.00.90 - Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",3002.90.00.90,"Human blood;animal blood for therapeutic/prophylactic/diagnostic uses;toxins,similar prod,not elsewhere specified",2017-01,2021-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0078,IM_0050
IMR-3002900090-202201,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",2022-01,2026-06,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0079,IM_0050
IMR-3002900091-199801,3002.90.00.91 - Bacteria culture inoculants for seeds (Terminated 2016-12),3002.90.00.91,Bacteria culture inoculants for seeds,1998-01,2001-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0080,IM_0050
IMR-3002900091-200201,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",3002.90.00.91,"Bacteria culture inoculants, for seeds",2002-01,2016-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0081,IM_0050
IMR-3002900092-199801,3002.90.00.92 - Whole human blood (Terminated 2016-12),3002.90.00.92,Whole human blood,1998-01,2016-12,IM-3002909020-199104,3002.90.00.40 - Whole human blood,3002.90.00.40,Whole human blood,active,IMR_0082,IM_0052
IMR-3002900093-199802,3002.90.00.93 - Antiallergenic preparations of microbial origin (Terminated 2016-12),3002.90.00.93,Antiallergenic preparations of microbial origin,1998-02,2016-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0083,IM_0050
IMR-3002900099-199801,"3002.90.00.99 - Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes (Terminated 2016-12)",3002.90.00.99,"Human blood, animal blood for therapeutic, prophylactic or diagnostic uses, microbial preparation, not elsewhere specified",1998-01,2011-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0084,IM_0050
IMR-3002900099-201201,"3002.90.00.99 - Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes (Terminated 2016-12)",3002.90.00.99,"Human blood;animal blood therapeutic/prophylactic/diagnostic uses;toxins,micro-organisms culture,not elsewhere specified",2012-01,2016-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0085,IM_0050
IMR-3002901010-198801,"3002.90.10.10 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates (Terminated 1996-12)",3002.90.10.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",1988-01,1996-12,IM-3002901010-198801,3002.49.00.20 - Toxins and similar products,3002.49.00.20,Toxins and similar products,active,IMR_0086,IM_0047
IMR-3002901011-199701,3002.90.10.11 - Ricin (Terminated 1997-12),3002.90.10.11,Ricin,1997-01,1997-12,IM-3002901010-198801,3002.49.00.20 - Toxins and similar products,3002.49.00.20,Toxins and similar products,active,IMR_0087,IM_0043
IMR-3002901019-199701,"3002.90.10.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 1997-12)",3002.90.10.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, not elsewhere specified",1997-01,1997-12,IM-3002901010-198801,3002.49.00.20 - Toxins and similar products,3002.49.00.20,Toxins and similar products,active,IMR_0088,IM_0047
IMR-3002901020-198801,3002.90.10.20 - Ferment cultures (Terminated 1997-12),3002.90.10.20,Ferment cultures,1988-01,1997-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0089,IM_0050
IMR-3002901030-198801,3002.90.10.30 - Dried blood of human origin (Terminated 1997-12),3002.90.10.30,Dried blood of human origin,1988-01,1997-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0090,IM_0051
IMR-3002901040-198801,3002.90.10.40 - Dried blood of animal origin (Terminated 1997-12),3002.90.10.40,Dried blood of animal origin,1988-01,1997-12,IM-3002901040-198801,3002.90.00.30 - Dried blood of animal origin,3002.90.00.30,Dried blood of animal origin,active,IMR_0091,IM_0051
IMR-3002909010-198801,3002.90.90.10 - Bacteria culture inoculants for seeds (Terminated 1997-12),3002.90.90.10,Bacteria culture inoculants for seeds,1988-01,1997-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0092,IM_0050
IMR-3002909020-199104,3002.90.90.20 - Whole human blood (Terminated 1997-12),3002.90.90.20,Whole human blood,1991-04,1997-06,IM-3002909020-199104,3002.90.00.40 - Whole human blood,3002.90.00.40,Whole human blood,active,IMR_0093,IM_0052
IMR-3002909030-199004,3002.90.90.30 - Antiallergenic preparations of microbial origin (Terminated 1997-12),3002.90.90.30,Antiallergenic preparations of microbial origin,1990-04,1997-09,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0094,IM_0050
IMR-3002909090-198801,"3002.90.90.90 - Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes (Terminated 1997-12)",3002.90.90.90,"Human blood, animal blood for therapeutic, prophylactic or diagnostic uses, microbial preparation, not elsewhere specified",1988-01,1997-12,IM-3002901020-198801,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",active,IMR_0095,IM_0050
IMR-3003100000-198801,"3003.10.00.00 - Penicillins or streptomycins & their derivatives, formulated, in bulk",3003.10.00.00,"Penicillins or streptomycins & their derivatives, formulated, in bulk",1988-01,2001-12,IM-3003100000-198801,"3003.10.00.00 - Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",3003.10.00.00,"Medicaments,containing penicillins/derivative with penicillanic acid structure, streptomycins/derivative,not for retail sale",active,IMR_0097,IM_0059
IMR-3003100000-200201,"3003.10.00.00 - Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",3003.10.00.00,"Medicaments,containing penicillins/derivative with penicillanic acid structure, streptomycins/derivative,not for retail sale",2002-01,2026-06,IM-3003100000-198801,"3003.10.00.00 - Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",3003.10.00.00,"Medicaments,containing penicillins/derivative with penicillanic acid structure, streptomycins/derivative,not for retail sale",active,IMR_0096,IM_0059
IMR-3003200000-198801,"3003.20.00.00 - Antibiotics, nes, formulated, in bulk",3003.20.00.00,"Antibiotics, not elsewhere specified, formulated, in bulk",1988-01,2001-12,IM-3003200000-198801,"3003.20.00.00 - Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",3003.20.00.00,"Medicaments,containing antibiotics,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0098,IM_0060
IMR-3003200000-200201,"3003.20.00.00 - Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",3003.20.00.00,"Medicaments,containing antibiotics,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2026-06,IM-3003200000-198801,"3003.20.00.00 - Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",3003.20.00.00,"Medicaments,containing antibiotics,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0099,IM_0060
IMR-3003310000-201201,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-03,IM-3003319900-198801,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0100,IM_0061
IMR-3003310010-199802,"3003.31.00.10 - Insulin, prepared for parenteral administration in humans, in bulk (Terminated 2011-12)",3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",1998-02,2011-08,IM-3003319900-198801,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0101,IM_0061
IMR-3003310090-199801,"3003.31.00.90 - Insulin, formulated, in bulk, nes (Terminated 2011-12)",3003.31.00.90,"Insulin, formulated, in bulk, not elsewhere specified",1998-01,2011-12,IM-3003319900-198801,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0102,IM_0061
IMR-3003311000-198803,"3003.31.10.00 - Insulin, prepared for parenteral administration in humans, in bulk (Terminated 1997-12)",3003.31.10.00,"Insulin, prepared for parenteral administration in humans, in bulk",1988-03,1997-10,IM-3003319900-198801,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0103,IM_0061
IMR-3003319100-198802,"3003.31.91.00 - Insulin, cont more than 23% of absolute ethyl alcohol by volume, in bulk (Terminated 1997-12)",3003.31.91.00,"Insulin, containing more than 23% of absolute ethyl alcohol by volume, in bulk",1988-02,1990-05,IM-3003319900-198801,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0104,IM_0064
IMR-3003319900-198801,"3003.31.99.00 - Insulin, formulated, in bulk, nes (Terminated 1997-12)",3003.31.99.00,"Insulin, formulated, in bulk, not elsewhere specified",1988-01,1997-12,IM-3003319900-198801,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0105,IM_0061
